application_date,segment,branch_id,state,zone,case_count
2018-04-10,1,9.0,WEST BENGAL,EAST,2.0
2018-04-11,1,9.0,WEST BENGAL,EAST,35.0
2018-04-12,1,9.0,WEST BENGAL,EAST,31.0
2018-04-13,1,9.0,WEST BENGAL,EAST,45.0
2018-04-14,1,9.0,WEST BENGAL,EAST,40.0
2018-04-15,1,9.0,WEST BENGAL,EAST,58.0
2018-04-16,1,9.0,WEST BENGAL,EAST,42.0
2018-04-17,1,9.0,WEST BENGAL,EAST,47.0
2018-04-18,1,9.0,WEST BENGAL,EAST,42.0
2018-04-19,1,9.0,WEST BENGAL,EAST,27.0
2018-04-20,1,9.0,WEST BENGAL,EAST,44.0
2018-04-21,1,9.0,WEST BENGAL,EAST,25.0
2018-04-22,1,9.0,WEST BENGAL,EAST,30.0
2018-04-23,1,9.0,WEST BENGAL,EAST,50.0
2018-04-24,1,9.0,WEST BENGAL,EAST,36.0
2018-04-25,1,9.0,WEST BENGAL,EAST,31.0
2018-04-26,1,9.0,WEST BENGAL,EAST,39.0
2018-04-27,1,9.0,WEST BENGAL,EAST,32.0
2018-04-28,1,9.0,WEST BENGAL,EAST,51.0
2018-04-29,1,9.0,WEST BENGAL,EAST,33.0
2018-04-30,1,9.0,WEST BENGAL,EAST,74.0
2018-05-01,1,9.0,WEST BENGAL,EAST,0.0
2018-05-02,1,9.0,WEST BENGAL,EAST,38.0
2018-05-03,1,9.0,WEST BENGAL,EAST,24.0
2018-05-04,1,9.0,WEST BENGAL,EAST,27.0
2018-05-05,1,9.0,WEST BENGAL,EAST,37.0
2018-05-06,1,9.0,WEST BENGAL,EAST,37.0
2018-05-07,1,9.0,WEST BENGAL,EAST,48.0
2018-05-08,1,9.0,WEST BENGAL,EAST,56.0
2018-05-09,1,9.0,WEST BENGAL,EAST,41.0
2018-05-10,1,9.0,WEST BENGAL,EAST,28.0
2018-05-11,1,9.0,WEST BENGAL,EAST,42.0
2018-05-12,1,9.0,WEST BENGAL,EAST,26.0
2018-05-13,1,9.0,WEST BENGAL,EAST,20.0
2018-05-14,1,9.0,WEST BENGAL,EAST,5.0
2018-05-15,1,9.0,WEST BENGAL,EAST,43.0
2018-05-16,1,9.0,WEST BENGAL,EAST,51.0
2018-05-17,1,9.0,WEST BENGAL,EAST,32.0
2018-05-18,1,9.0,WEST BENGAL,EAST,43.0
2018-05-19,1,9.0,WEST BENGAL,EAST,32.0
2018-05-20,1,9.0,WEST BENGAL,EAST,31.0
2018-05-21,1,9.0,WEST BENGAL,EAST,43.0
2018-05-22,1,9.0,WEST BENGAL,EAST,38.0
2018-05-23,1,9.0,WEST BENGAL,EAST,51.0
2018-05-24,1,9.0,WEST BENGAL,EAST,36.0
2018-05-25,1,9.0,WEST BENGAL,EAST,42.0
2018-05-26,1,9.0,WEST BENGAL,EAST,38.0
2018-05-27,1,9.0,WEST BENGAL,EAST,23.0
2018-05-28,1,9.0,WEST BENGAL,EAST,42.0
2018-05-29,1,9.0,WEST BENGAL,EAST,46.0
2018-05-30,1,9.0,WEST BENGAL,EAST,38.0
2018-05-31,1,9.0,WEST BENGAL,EAST,43.0
2018-06-01,1,9.0,WEST BENGAL,EAST,4.0
2018-06-02,1,9.0,WEST BENGAL,EAST,8.0
2018-06-03,1,9.0,WEST BENGAL,EAST,10.0
2018-06-04,1,9.0,WEST BENGAL,EAST,52.0
2018-06-05,1,9.0,WEST BENGAL,EAST,43.0
2018-06-06,1,9.0,WEST BENGAL,EAST,48.0
2018-06-07,1,9.0,WEST BENGAL,EAST,58.0
2018-06-08,1,9.0,WEST BENGAL,EAST,43.0
2018-06-09,1,9.0,WEST BENGAL,EAST,44.0
2018-06-10,1,9.0,WEST BENGAL,EAST,48.0
2018-06-11,1,9.0,WEST BENGAL,EAST,42.0
2018-06-12,1,9.0,WEST BENGAL,EAST,60.0
2018-06-13,1,9.0,WEST BENGAL,EAST,73.0
2018-06-14,1,9.0,WEST BENGAL,EAST,67.0
2018-06-15,1,9.0,WEST BENGAL,EAST,81.0
2018-06-16,1,9.0,WEST BENGAL,EAST,55.0
2018-06-17,1,9.0,WEST BENGAL,EAST,44.0
2018-06-18,1,9.0,WEST BENGAL,EAST,77.0
2018-06-19,1,9.0,WEST BENGAL,EAST,42.0
2018-06-20,1,9.0,WEST BENGAL,EAST,44.0
2018-06-21,1,9.0,WEST BENGAL,EAST,40.0
2018-06-22,1,9.0,WEST BENGAL,EAST,46.0
2018-06-23,1,9.0,WEST BENGAL,EAST,57.0
2018-06-24,1,9.0,WEST BENGAL,EAST,24.0
2018-06-25,1,9.0,WEST BENGAL,EAST,37.0
2018-06-26,1,9.0,WEST BENGAL,EAST,24.0
2018-06-27,1,9.0,WEST BENGAL,EAST,44.0
2018-06-28,1,9.0,WEST BENGAL,EAST,28.0
2018-06-29,1,9.0,WEST BENGAL,EAST,50.0
2018-06-30,1,9.0,WEST BENGAL,EAST,58.0
2018-07-01,1,9.0,WEST BENGAL,EAST,0.0
2018-07-02,1,9.0,WEST BENGAL,EAST,37.0
2018-07-03,1,9.0,WEST BENGAL,EAST,37.0
2018-07-04,1,9.0,WEST BENGAL,EAST,36.0
2018-07-05,1,9.0,WEST BENGAL,EAST,7.0
2018-07-06,1,9.0,WEST BENGAL,EAST,22.0
2018-07-07,1,9.0,WEST BENGAL,EAST,23.0
2018-07-08,1,9.0,WEST BENGAL,EAST,14.0
2018-07-09,1,9.0,WEST BENGAL,EAST,27.0
2018-07-10,1,9.0,WEST BENGAL,EAST,14.0
2018-07-11,1,9.0,WEST BENGAL,EAST,23.0
2018-07-12,1,9.0,WEST BENGAL,EAST,22.0
2018-07-13,1,9.0,WEST BENGAL,EAST,23.0
2018-07-14,1,9.0,WEST BENGAL,EAST,19.0
2018-07-15,1,9.0,WEST BENGAL,EAST,13.0
2018-07-16,1,9.0,WEST BENGAL,EAST,5.0
2018-07-17,1,9.0,WEST BENGAL,EAST,24.0
2018-07-18,1,9.0,WEST BENGAL,EAST,18.0
2018-07-19,1,9.0,WEST BENGAL,EAST,34.0
2018-07-20,1,9.0,WEST BENGAL,EAST,23.0
2018-07-21,1,9.0,WEST BENGAL,EAST,11.0
2018-07-22,1,9.0,WEST BENGAL,EAST,7.0
2018-07-23,1,9.0,WEST BENGAL,EAST,23.0
2018-07-24,1,9.0,WEST BENGAL,EAST,20.0
2018-07-25,1,9.0,WEST BENGAL,EAST,21.0
2018-07-26,1,9.0,WEST BENGAL,EAST,5.0
2018-07-27,1,9.0,WEST BENGAL,EAST,13.0
2018-07-28,1,9.0,WEST BENGAL,EAST,9.0
2018-07-29,1,9.0,WEST BENGAL,EAST,13.0
2018-07-30,1,9.0,WEST BENGAL,EAST,12.0
2018-07-31,1,9.0,WEST BENGAL,EAST,33.0
2018-08-01,1,9.0,WEST BENGAL,EAST,14.0
2018-08-02,1,9.0,WEST BENGAL,EAST,0.0
2018-08-03,1,9.0,WEST BENGAL,EAST,11.0
2018-08-04,1,9.0,WEST BENGAL,EAST,16.0
2018-08-05,1,9.0,WEST BENGAL,EAST,11.0
2018-08-06,1,9.0,WEST BENGAL,EAST,10.0
2018-08-07,1,9.0,WEST BENGAL,EAST,5.0
2018-08-08,1,9.0,WEST BENGAL,EAST,5.0
2018-08-09,1,9.0,WEST BENGAL,EAST,10.0
2018-08-10,1,9.0,WEST BENGAL,EAST,13.0
2018-08-11,1,9.0,WEST BENGAL,EAST,11.0
2018-08-12,1,9.0,WEST BENGAL,EAST,10.0
2018-08-13,1,9.0,WEST BENGAL,EAST,7.0
2018-08-14,1,9.0,WEST BENGAL,EAST,12.0
2018-08-15,1,9.0,WEST BENGAL,EAST,14.0
2018-08-16,1,9.0,WEST BENGAL,EAST,11.0
2018-08-17,1,9.0,WEST BENGAL,EAST,7.0
2018-08-18,1,9.0,WEST BENGAL,EAST,14.0
2018-08-19,1,9.0,WEST BENGAL,EAST,7.0
2018-08-20,1,9.0,WEST BENGAL,EAST,17.0
2018-08-21,1,9.0,WEST BENGAL,EAST,22.0
2018-08-22,1,9.0,WEST BENGAL,EAST,9.0
2018-08-23,1,9.0,WEST BENGAL,EAST,9.0
2018-08-24,1,9.0,WEST BENGAL,EAST,12.0
2018-08-25,1,9.0,WEST BENGAL,EAST,11.0
2018-08-26,1,9.0,WEST BENGAL,EAST,7.0
2018-08-27,1,9.0,WEST BENGAL,EAST,14.0
2018-08-28,1,9.0,WEST BENGAL,EAST,13.0
2018-08-29,1,9.0,WEST BENGAL,EAST,20.0
2018-08-30,1,9.0,WEST BENGAL,EAST,11.0
2018-08-31,1,9.0,WEST BENGAL,EAST,23.0
2018-09-01,1,9.0,WEST BENGAL,EAST,4.0
2018-09-02,1,9.0,WEST BENGAL,EAST,0.0
2018-09-03,1,9.0,WEST BENGAL,EAST,5.0
2018-09-04,1,9.0,WEST BENGAL,EAST,24.0
2018-09-05,1,9.0,WEST BENGAL,EAST,20.0
2018-09-06,1,9.0,WEST BENGAL,EAST,6.0
2018-09-07,1,9.0,WEST BENGAL,EAST,8.0
2018-09-08,1,9.0,WEST BENGAL,EAST,13.0
2018-09-09,1,9.0,WEST BENGAL,EAST,11.0
2018-09-10,1,9.0,WEST BENGAL,EAST,12.0
2018-09-11,1,9.0,WEST BENGAL,EAST,26.0
2018-09-12,1,9.0,WEST BENGAL,EAST,35.0
2018-09-13,1,9.0,WEST BENGAL,EAST,31.0
2018-09-14,1,9.0,WEST BENGAL,EAST,30.0
2018-09-15,1,9.0,WEST BENGAL,EAST,35.0
2018-09-16,1,9.0,WEST BENGAL,EAST,39.0
2018-09-17,1,9.0,WEST BENGAL,EAST,27.0
2018-09-18,1,9.0,WEST BENGAL,EAST,45.0
2018-09-19,1,9.0,WEST BENGAL,EAST,46.0
2018-09-20,1,9.0,WEST BENGAL,EAST,27.0
2018-09-21,1,9.0,WEST BENGAL,EAST,21.0
2018-09-22,1,9.0,WEST BENGAL,EAST,25.0
2018-09-23,1,9.0,WEST BENGAL,EAST,51.0
2018-09-24,1,9.0,WEST BENGAL,EAST,38.0
2018-09-25,1,9.0,WEST BENGAL,EAST,62.0
2018-09-26,1,9.0,WEST BENGAL,EAST,32.0
2018-09-27,1,9.0,WEST BENGAL,EAST,48.0
2018-09-28,1,9.0,WEST BENGAL,EAST,49.0
2018-09-29,1,9.0,WEST BENGAL,EAST,41.0
2018-09-30,1,9.0,WEST BENGAL,EAST,123.0
2018-10-01,1,9.0,WEST BENGAL,EAST,43.0
2018-10-02,1,9.0,WEST BENGAL,EAST,0.0
2018-10-03,1,9.0,WEST BENGAL,EAST,48.0
2018-10-04,1,9.0,WEST BENGAL,EAST,51.0
2018-10-05,1,9.0,WEST BENGAL,EAST,58.0
2018-10-06,1,9.0,WEST BENGAL,EAST,43.0
2018-10-07,1,9.0,WEST BENGAL,EAST,59.0
2018-10-08,1,9.0,WEST BENGAL,EAST,72.0
2018-10-09,1,9.0,WEST BENGAL,EAST,55.0
2018-10-10,1,9.0,WEST BENGAL,EAST,68.0
2018-10-11,1,9.0,WEST BENGAL,EAST,65.0
2018-10-12,1,9.0,WEST BENGAL,EAST,71.0
2018-10-13,1,9.0,WEST BENGAL,EAST,74.0
2018-10-14,1,9.0,WEST BENGAL,EAST,111.0
2018-10-15,1,9.0,WEST BENGAL,EAST,147.0
2018-10-16,1,9.0,WEST BENGAL,EAST,145.0
2018-10-17,1,9.0,WEST BENGAL,EAST,72.0
2018-10-18,1,9.0,WEST BENGAL,EAST,45.0
2018-10-19,1,9.0,WEST BENGAL,EAST,8.0
2018-10-20,1,9.0,WEST BENGAL,EAST,50.0
2018-10-21,1,9.0,WEST BENGAL,EAST,40.0
2018-10-22,1,9.0,WEST BENGAL,EAST,41.0
2018-10-23,1,9.0,WEST BENGAL,EAST,67.0
2018-10-24,1,9.0,WEST BENGAL,EAST,60.0
2018-10-25,1,9.0,WEST BENGAL,EAST,43.0
2018-10-26,1,9.0,WEST BENGAL,EAST,50.0
2018-10-27,1,9.0,WEST BENGAL,EAST,39.0
2018-10-28,1,9.0,WEST BENGAL,EAST,40.0
2018-10-29,1,9.0,WEST BENGAL,EAST,54.0
2018-10-30,1,9.0,WEST BENGAL,EAST,41.0
2018-10-31,1,9.0,WEST BENGAL,EAST,148.0
2018-11-01,1,9.0,WEST BENGAL,EAST,0.0
2018-11-02,1,9.0,WEST BENGAL,EAST,0.0
2018-11-03,1,9.0,WEST BENGAL,EAST,43.0
2018-11-04,1,9.0,WEST BENGAL,EAST,67.0
2018-11-05,1,9.0,WEST BENGAL,EAST,69.0
2018-11-06,1,9.0,WEST BENGAL,EAST,81.0
2018-11-07,1,9.0,WEST BENGAL,EAST,58.0
2018-11-08,1,9.0,WEST BENGAL,EAST,86.0
2018-11-09,1,9.0,WEST BENGAL,EAST,40.0
2018-11-10,1,9.0,WEST BENGAL,EAST,50.0
2018-11-11,1,9.0,WEST BENGAL,EAST,28.0
2018-11-12,1,9.0,WEST BENGAL,EAST,50.0
2018-11-13,1,9.0,WEST BENGAL,EAST,62.0
2018-11-14,1,9.0,WEST BENGAL,EAST,50.0
2018-11-15,1,9.0,WEST BENGAL,EAST,31.0
2018-11-16,1,9.0,WEST BENGAL,EAST,40.0
2018-11-17,1,9.0,WEST BENGAL,EAST,47.0
2018-11-18,1,9.0,WEST BENGAL,EAST,31.0
2018-11-19,1,9.0,WEST BENGAL,EAST,39.0
2018-11-20,1,9.0,WEST BENGAL,EAST,33.0
2018-11-21,1,9.0,WEST BENGAL,EAST,36.0
2018-11-22,1,9.0,WEST BENGAL,EAST,32.0
2018-11-23,1,9.0,WEST BENGAL,EAST,42.0
2018-11-24,1,9.0,WEST BENGAL,EAST,28.0
2018-11-25,1,9.0,WEST BENGAL,EAST,17.0
2018-11-26,1,9.0,WEST BENGAL,EAST,47.0
2018-11-27,1,9.0,WEST BENGAL,EAST,27.0
2018-11-28,1,9.0,WEST BENGAL,EAST,36.0
2018-11-29,1,9.0,WEST BENGAL,EAST,26.0
2018-11-30,1,9.0,WEST BENGAL,EAST,61.0
2018-12-01,1,9.0,WEST BENGAL,EAST,13.0
2018-12-02,1,9.0,WEST BENGAL,EAST,10.0
2018-12-03,1,9.0,WEST BENGAL,EAST,33.0
2018-12-04,1,9.0,WEST BENGAL,EAST,28.0
2018-12-05,1,9.0,WEST BENGAL,EAST,25.0
2018-12-06,1,9.0,WEST BENGAL,EAST,36.0
2018-12-07,1,9.0,WEST BENGAL,EAST,34.0
2018-12-08,1,9.0,WEST BENGAL,EAST,36.0
2018-12-09,1,9.0,WEST BENGAL,EAST,26.0
2018-12-10,1,9.0,WEST BENGAL,EAST,35.0
2018-12-11,1,9.0,WEST BENGAL,EAST,25.0
2018-12-12,1,9.0,WEST BENGAL,EAST,37.0
2018-12-13,1,9.0,WEST BENGAL,EAST,38.0
2018-12-14,1,9.0,WEST BENGAL,EAST,34.0
2018-12-15,1,9.0,WEST BENGAL,EAST,27.0
2018-12-16,1,9.0,WEST BENGAL,EAST,13.0
2018-12-17,1,9.0,WEST BENGAL,EAST,50.0
2018-12-18,1,9.0,WEST BENGAL,EAST,34.0
2018-12-19,1,9.0,WEST BENGAL,EAST,54.0
2018-12-20,1,9.0,WEST BENGAL,EAST,40.0
2018-12-21,1,9.0,WEST BENGAL,EAST,36.0
2018-12-22,1,9.0,WEST BENGAL,EAST,26.0
2018-12-23,1,9.0,WEST BENGAL,EAST,22.0
2018-12-24,1,9.0,WEST BENGAL,EAST,54.0
2018-12-25,1,9.0,WEST BENGAL,EAST,18.0
2018-12-26,1,9.0,WEST BENGAL,EAST,38.0
2018-12-27,1,9.0,WEST BENGAL,EAST,35.0
2018-12-28,1,9.0,WEST BENGAL,EAST,47.0
2018-12-29,1,9.0,WEST BENGAL,EAST,31.0
2018-12-30,1,9.0,WEST BENGAL,EAST,37.0
2018-12-31,1,9.0,WEST BENGAL,EAST,97.0
2019-01-01,1,9.0,WEST BENGAL,EAST,0.0
2019-01-02,1,9.0,WEST BENGAL,EAST,49.0
2019-01-03,1,9.0,WEST BENGAL,EAST,40.0
2019-01-04,1,9.0,WEST BENGAL,EAST,49.0
2019-01-05,1,9.0,WEST BENGAL,EAST,32.0
2019-01-06,1,9.0,WEST BENGAL,EAST,31.0
2019-01-07,1,9.0,WEST BENGAL,EAST,49.0
2019-01-08,1,9.0,WEST BENGAL,EAST,45.0
2019-01-09,1,9.0,WEST BENGAL,EAST,36.0
2019-01-10,1,9.0,WEST BENGAL,EAST,32.0
2019-01-11,1,9.0,WEST BENGAL,EAST,47.0
2019-01-12,1,9.0,WEST BENGAL,EAST,33.0
2019-01-13,1,9.0,WEST BENGAL,EAST,25.0
2019-01-14,1,9.0,WEST BENGAL,EAST,50.0
2019-01-15,1,9.0,WEST BENGAL,EAST,39.0
2019-01-16,1,9.0,WEST BENGAL,EAST,53.0
2019-01-17,1,9.0,WEST BENGAL,EAST,35.0
2019-01-18,1,9.0,WEST BENGAL,EAST,56.0
2019-01-19,1,9.0,WEST BENGAL,EAST,42.0
2019-01-20,1,9.0,WEST BENGAL,EAST,23.0
2019-01-21,1,9.0,WEST BENGAL,EAST,61.0
2019-01-22,1,9.0,WEST BENGAL,EAST,40.0
2019-01-23,1,9.0,WEST BENGAL,EAST,44.0
2019-01-24,1,9.0,WEST BENGAL,EAST,45.0
2019-01-25,1,9.0,WEST BENGAL,EAST,42.0
2019-01-26,1,9.0,WEST BENGAL,EAST,33.0
2019-01-27,1,9.0,WEST BENGAL,EAST,23.0
2019-01-28,1,9.0,WEST BENGAL,EAST,43.0
2019-01-29,1,9.0,WEST BENGAL,EAST,37.0
2019-01-30,1,9.0,WEST BENGAL,EAST,47.0
2019-01-31,1,9.0,WEST BENGAL,EAST,42.0
2019-02-01,1,9.0,WEST BENGAL,EAST,0.0
2019-02-02,1,9.0,WEST BENGAL,EAST,20.0
2019-02-03,1,9.0,WEST BENGAL,EAST,32.0
2019-02-04,1,9.0,WEST BENGAL,EAST,61.0
2019-02-05,1,9.0,WEST BENGAL,EAST,54.0
2019-02-06,1,9.0,WEST BENGAL,EAST,53.0
2019-02-07,1,9.0,WEST BENGAL,EAST,47.0
2019-02-08,1,9.0,WEST BENGAL,EAST,112.0
2019-02-09,1,9.0,WEST BENGAL,EAST,0.0
2019-02-10,1,9.0,WEST BENGAL,EAST,39.0
2019-02-11,1,9.0,WEST BENGAL,EAST,60.0
2019-02-12,1,9.0,WEST BENGAL,EAST,48.0
2019-02-13,1,9.0,WEST BENGAL,EAST,47.0
2019-02-14,1,9.0,WEST BENGAL,EAST,47.0
2019-02-15,1,9.0,WEST BENGAL,EAST,48.0
2019-02-16,1,9.0,WEST BENGAL,EAST,37.0
2019-02-17,1,9.0,WEST BENGAL,EAST,40.0
2019-02-18,1,9.0,WEST BENGAL,EAST,48.0
2019-02-19,1,9.0,WEST BENGAL,EAST,40.0
2019-02-20,1,9.0,WEST BENGAL,EAST,47.0
2019-02-21,1,9.0,WEST BENGAL,EAST,36.0
2019-02-22,1,9.0,WEST BENGAL,EAST,49.0
2019-02-23,1,9.0,WEST BENGAL,EAST,26.0
2019-02-24,1,9.0,WEST BENGAL,EAST,34.0
2019-02-25,1,9.0,WEST BENGAL,EAST,32.0
2019-02-26,1,9.0,WEST BENGAL,EAST,39.0
2019-02-27,1,9.0,WEST BENGAL,EAST,28.0
2019-02-28,1,9.0,WEST BENGAL,EAST,76.0
2019-03-01,1,9.0,WEST BENGAL,EAST,39.0
2019-03-02,1,9.0,WEST BENGAL,EAST,2.0
2019-03-03,1,9.0,WEST BENGAL,EAST,23.0
2019-03-04,1,9.0,WEST BENGAL,EAST,57.0
2019-03-05,1,9.0,WEST BENGAL,EAST,41.0
2019-03-06,1,9.0,WEST BENGAL,EAST,63.0
2019-03-07,1,9.0,WEST BENGAL,EAST,45.0
2019-03-08,1,9.0,WEST BENGAL,EAST,53.0
2019-03-09,1,9.0,WEST BENGAL,EAST,37.0
2019-03-10,1,9.0,WEST BENGAL,EAST,26.0
2019-03-11,1,9.0,WEST BENGAL,EAST,60.0
2019-03-12,1,9.0,WEST BENGAL,EAST,58.0
2019-03-13,1,9.0,WEST BENGAL,EAST,45.0
2019-03-14,1,9.0,WEST BENGAL,EAST,48.0
2019-03-15,1,9.0,WEST BENGAL,EAST,51.0
2019-03-16,1,9.0,WEST BENGAL,EAST,50.0
2019-03-17,1,9.0,WEST BENGAL,EAST,41.0
2019-03-18,1,9.0,WEST BENGAL,EAST,61.0
2019-03-19,1,9.0,WEST BENGAL,EAST,57.0
2019-03-20,1,9.0,WEST BENGAL,EAST,76.0
2019-03-21,1,9.0,WEST BENGAL,EAST,10.0
2019-03-22,1,9.0,WEST BENGAL,EAST,49.0
2019-03-23,1,9.0,WEST BENGAL,EAST,47.0
2019-03-24,1,9.0,WEST BENGAL,EAST,46.0
2019-03-25,1,9.0,WEST BENGAL,EAST,65.0
2019-03-26,1,9.0,WEST BENGAL,EAST,56.0
2019-03-27,1,9.0,WEST BENGAL,EAST,59.0
2019-03-28,1,9.0,WEST BENGAL,EAST,49.0
2019-03-29,1,9.0,WEST BENGAL,EAST,51.0
2019-03-30,1,9.0,WEST BENGAL,EAST,46.0
2019-03-31,1,9.0,WEST BENGAL,EAST,71.0
2019-04-01,1,9.0,WEST BENGAL,EAST,0.0
2019-04-02,1,9.0,WEST BENGAL,EAST,42.0
2019-04-03,1,9.0,WEST BENGAL,EAST,47.0
2019-04-04,1,9.0,WEST BENGAL,EAST,40.0
2019-04-05,1,9.0,WEST BENGAL,EAST,63.0
2019-04-06,1,9.0,WEST BENGAL,EAST,32.0
2019-04-07,1,9.0,WEST BENGAL,EAST,32.0
2019-04-08,1,9.0,WEST BENGAL,EAST,56.0
2019-04-09,1,9.0,WEST BENGAL,EAST,40.0
2019-04-10,1,9.0,WEST BENGAL,EAST,37.0
2019-04-11,1,9.0,WEST BENGAL,EAST,41.0
2019-04-12,1,9.0,WEST BENGAL,EAST,39.0
2019-04-13,1,9.0,WEST BENGAL,EAST,25.0
2019-04-14,1,9.0,WEST BENGAL,EAST,35.0
2019-04-15,1,9.0,WEST BENGAL,EAST,79.0
2019-04-16,1,9.0,WEST BENGAL,EAST,40.0
2019-04-17,1,9.0,WEST BENGAL,EAST,44.0
2019-04-18,1,9.0,WEST BENGAL,EAST,48.0
2019-04-19,1,9.0,WEST BENGAL,EAST,43.0
2019-04-20,1,9.0,WEST BENGAL,EAST,32.0
2019-04-21,1,9.0,WEST BENGAL,EAST,23.0
2019-04-22,1,9.0,WEST BENGAL,EAST,54.0
2019-04-23,1,9.0,WEST BENGAL,EAST,42.0
2019-04-24,1,9.0,WEST BENGAL,EAST,46.0
2019-04-25,1,9.0,WEST BENGAL,EAST,32.0
2019-04-26,1,9.0,WEST BENGAL,EAST,34.0
2019-04-27,1,9.0,WEST BENGAL,EAST,36.0
2019-04-28,1,9.0,WEST BENGAL,EAST,19.0
2019-04-29,1,9.0,WEST BENGAL,EAST,49.0
2019-04-30,1,9.0,WEST BENGAL,EAST,35.0
2019-05-01,1,9.0,WEST BENGAL,EAST,34.0
2019-05-02,1,9.0,WEST BENGAL,EAST,49.0
2019-05-03,1,9.0,WEST BENGAL,EAST,10.0
2019-05-04,1,9.0,WEST BENGAL,EAST,41.0
2019-05-05,1,9.0,WEST BENGAL,EAST,30.0
2019-05-06,1,9.0,WEST BENGAL,EAST,50.0
2019-05-07,1,9.0,WEST BENGAL,EAST,48.0
2019-05-08,1,9.0,WEST BENGAL,EAST,46.0
2019-05-09,1,9.0,WEST BENGAL,EAST,38.0
2019-05-10,1,9.0,WEST BENGAL,EAST,52.0
2019-05-11,1,9.0,WEST BENGAL,EAST,51.0
2019-05-12,1,9.0,WEST BENGAL,EAST,7.0
2019-05-13,1,9.0,WEST BENGAL,EAST,77.0
2019-05-14,1,9.0,WEST BENGAL,EAST,63.0
2019-05-15,1,9.0,WEST BENGAL,EAST,65.0
2019-05-16,1,9.0,WEST BENGAL,EAST,68.0
2019-05-17,1,9.0,WEST BENGAL,EAST,59.0
2019-05-18,1,9.0,WEST BENGAL,EAST,45.0
2019-05-19,1,9.0,WEST BENGAL,EAST,29.0
2019-05-20,1,9.0,WEST BENGAL,EAST,66.0
2019-05-21,1,9.0,WEST BENGAL,EAST,60.0
2019-05-22,1,9.0,WEST BENGAL,EAST,65.0
2019-05-23,1,9.0,WEST BENGAL,EAST,44.0
2019-05-24,1,9.0,WEST BENGAL,EAST,72.0
2019-05-25,1,9.0,WEST BENGAL,EAST,41.0
2019-05-26,1,9.0,WEST BENGAL,EAST,39.0
2019-05-27,1,9.0,WEST BENGAL,EAST,60.0
2019-05-28,1,9.0,WEST BENGAL,EAST,74.0
2019-05-29,1,9.0,WEST BENGAL,EAST,54.0
2019-05-30,1,9.0,WEST BENGAL,EAST,56.0
2019-05-31,1,9.0,WEST BENGAL,EAST,57.0
2019-06-01,1,9.0,WEST BENGAL,EAST,40.0
2019-06-02,1,9.0,WEST BENGAL,EAST,52.0
2019-06-03,1,9.0,WEST BENGAL,EAST,78.0
2019-06-04,1,9.0,WEST BENGAL,EAST,77.0
2019-06-05,1,9.0,WEST BENGAL,EAST,67.0
2019-06-06,1,9.0,WEST BENGAL,EAST,80.0
2019-06-07,1,9.0,WEST BENGAL,EAST,98.0
2019-06-08,1,9.0,WEST BENGAL,EAST,37.0
2019-06-09,1,9.0,WEST BENGAL,EAST,56.0
2019-06-10,1,9.0,WEST BENGAL,EAST,55.0
2019-06-11,1,9.0,WEST BENGAL,EAST,64.0
2019-06-12,1,9.0,WEST BENGAL,EAST,50.0
2019-06-13,1,9.0,WEST BENGAL,EAST,50.0
2019-06-14,1,9.0,WEST BENGAL,EAST,38.0
2019-06-15,1,9.0,WEST BENGAL,EAST,28.0
2019-06-16,1,9.0,WEST BENGAL,EAST,53.0
2019-06-17,1,9.0,WEST BENGAL,EAST,59.0
2019-06-18,1,9.0,WEST BENGAL,EAST,49.0
2019-06-19,1,9.0,WEST BENGAL,EAST,39.0
2019-06-20,1,9.0,WEST BENGAL,EAST,55.0
2019-06-21,1,9.0,WEST BENGAL,EAST,41.0
2019-06-22,1,9.0,WEST BENGAL,EAST,42.0
2019-06-23,1,9.0,WEST BENGAL,EAST,33.0
2019-06-24,1,9.0,WEST BENGAL,EAST,37.0
2019-06-25,1,9.0,WEST BENGAL,EAST,48.0
2019-06-26,1,9.0,WEST BENGAL,EAST,48.0
2019-06-27,1,9.0,WEST BENGAL,EAST,31.0
2019-06-28,1,9.0,WEST BENGAL,EAST,38.0
2019-06-29,1,9.0,WEST BENGAL,EAST,40.0
2019-06-30,1,9.0,WEST BENGAL,EAST,22.0
2019-07-01,1,9.0,WEST BENGAL,EAST,35.0
2019-07-02,1,9.0,WEST BENGAL,EAST,34.0
2019-07-03,1,9.0,WEST BENGAL,EAST,37.0
2019-07-04,1,9.0,WEST BENGAL,EAST,53.0
2019-07-05,1,9.0,WEST BENGAL,EAST,0.0
2017-04-01,1,10.0,WEST BENGAL,EAST,0.0
2017-04-03,1,10.0,WEST BENGAL,EAST,0.0
2017-04-04,1,10.0,WEST BENGAL,EAST,0.0
2017-04-05,1,10.0,WEST BENGAL,EAST,46.0
2017-04-07,1,10.0,WEST BENGAL,EAST,29.0
2017-04-12,1,10.0,WEST BENGAL,EAST,37.0
2017-04-13,1,10.0,WEST BENGAL,EAST,32.0
2017-04-14,1,10.0,WEST BENGAL,EAST,38.0
2017-04-15,1,10.0,WEST BENGAL,EAST,45.0
2017-04-16,1,10.0,WEST BENGAL,EAST,4.0
2017-04-17,1,10.0,WEST BENGAL,EAST,21.0
2017-04-18,1,10.0,WEST BENGAL,EAST,64.0
2017-04-19,1,10.0,WEST BENGAL,EAST,42.0
